Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Rt,Yds,Y/Rt,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
99,2023,2023-09-10,1,1,28.116,LAC,,MIA,L 34-36,*,16,117,7.31,1,5,4,47,11.75,0,80.0%,9.40,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,41,51%,0,0%,0,0%,
100,2023,2023-09-17,2,2,,LAC,@,TEN,L 24-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
101,2023,2023-09-24,3,3,,LAC,@,MIN,W 28-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
102,2023,2023-10-01,4,4,,LAC,,LVR,W 24-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
103,2023,2023-10-16,5,6,28.152,LAC,,DAL,L 17-20,*,14,27,1.93,0,6,4,35,8.75,0,66.7%,5.83,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,68%,0,0%,0,0%,
104,2023,2023-10-22,6,7,28.158,LAC,@,KAN,L 17-31,*,14,45,3.21,0,2,1,1,1.00,0,50.0%,0.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,63%,0,0%,0,0%,
105,2023,2023-10-29,7,8,28.165,LAC,,CHI,W 30-13,*,15,29,1.93,0,8,7,94,13.43,1,87.5%,11.75,0,0,,0,,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,46,67%,0,0%,0,0%,
106,2023,2023-11-06,8,9,28.173,LAC,@,NYJ,W 27-6,*,14,47,3.36,2,7,2,23,11.50,0,28.6%,3.29,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,39,67%,0,0%,0,0%,
107,2023,2023-11-12,9,10,28.179,LAC,,DET,L 38-41,*,19,67,3.53,1,7,4,48,12.00,0,57.1%,6.86,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,50,69%,0,0%,0,0%,
108,2023,2023-11-19,10,11,28.186,LAC,@,GNB,L 20-23,*,10,64,6.40,0,3,2,6,3.00,0,66.7%,2.00,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,46,71%,0,0%,0,0%,
109,2023,2023-11-26,11,12,28.193,LAC,,BAL,L 10-20,*,10,32,3.20,0,6,5,32,6.40,0,83.3%,5.33,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,53,80%,0,0%,0,0%,
110,2023,2023-12-03,12,13,28.200,LAC,@,NWE,W 6-0,*,14,18,1.29,0,3,2,9,4.50,0,66.7%,3.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,35,57%,0,0%,0,0%,
111,2023,2023-12-10,13,14,28.207,LAC,,DEN,L 7-24,*,10,51,5.10,1,7,5,49,9.80,0,71.4%,7.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,1,-1,0,49,72%,0,0%,0,0%,
112,2023,2023-12-14,14,15,28.211,LAC,@,LVR,L 21-63,*,5,9,1.80,0,6,4,29,7.25,0,66.7%,4.83,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,26,40%,0,0%,0,0%,
113,2023,2023-12-23,15,16,28.220,LAC,,BUF,L 22-24,*,15,65,4.33,0,4,3,21,7.00,0,75.0%,5.25,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,64%,0,0%,0,0%,
114,2023,2023-12-31,16,17,28.228,LAC,@,DEN,L 9-16,*,13,46,3.54,0,2,1,4,4.00,0,50.0%,2.00,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,47,72%,0,0%,0,0%,
115,2023,2024-01-07,17,18,28.235,LAC,,KAN,L 12-13,*,10,11,1.10,0,8,7,38,5.43,0,87.5%,4.75,0,0,,0,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,63,76%,0,0%,0,0%,
116,2024,2024-09-08,1,1,29.114,WAS,@,TAM,L 20-37,,2,10,5.00,0,4,4,52,13.00,0,100.0%,13.00,2,48,24.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,53%,0,0%,8,30%,
117,2024,2024-09-15,2,2,29.121,WAS,,NYG,W 21-18,,8,38,4.75,0,3,3,47,15.67,0,100.0%,15.67,1,35,35.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,43%,0,0%,4,19%,
118,2024,2024-09-23,3,3,29.129,WAS,@,CIN,W 38-33,*,3,35,11.67,1,2,2,22,11.00,0,100.0%,11.00,1,62,62.00,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,13,22%,0,0%,4,15%,
119,2024,2024-09-29,4,4,,WAS,@,ARI,W 42-14,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
120,2024,2024-10-06,5,5,29.142,WAS,,CLE,W 34-13,,6,67,11.17,0,2,2,30,15.00,0,100.0%,15.00,2,46,23.00,0,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,33,49%,0,0%,4,13%,
121,2024,2024-10-13,6,6,29.149,WAS,@,BAL,L 23-30,*,9,21,2.33,0,5,4,47,11.75,0,80.0%,9.40,1,32,32.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,75%,0,0%,7,24%,
122,2024,2024-10-20,7,7,29.156,WAS,,CAR,W 40-7,*,4,17,4.25,0,2,2,3,1.50,0,100.0%,1.50,1,34,34.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,41%,0,0%,2,8%,
123,2024,2024-10-27,8,8,29.163,WAS,,CHI,W 18-15,,7,52,7.43,0,3,2,6,3.00,0,66.7%,2.00,1,24,24.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,42,57%,0,0%,3,12%,
124,2024,2024-11-03,9,9,29.170,WAS,@,NYG,W 27-22,*,11,42,3.82,1,4,3,41,13.67,0,75.0%,10.25,1,35,35.00,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,29,47%,0,0%,5,23%,
125,2024,2024-11-10,10,10,29.177,WAS,,PIT,L 27-28,*,13,44,3.38,2,2,1,7,7.00,0,50.0%,3.50,4,118,29.50,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,45,70%,0,0%,5,16%,
126,2024,2024-11-14,11,11,29.181,WAS,@,PHI,L 18-26,*,2,7,3.50,0,9,8,89,11.13,0,88.9%,9.89,2,59,29.50,0,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,34,52%,0,0%,6,22%,
