Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
92,2022,2022-11-27,11,12,26.273,TAM,@,CLE,L 17-23,*,13,12,110,9.17,1,92.3%,8.46,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,66,96%,0,0%,0,0%,
93,2022,2022-12-05,12,13,26.281,TAM,,NOR,W 17-16,*,13,8,63,7.88,0,61.5%,4.85,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,69,86%,0,0%,0,0%,
94,2022,2022-12-11,13,14,26.287,TAM,@,SFO,L 7-35,*,9,5,54,10.80,0,55.6%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,69,91%,0,0%,0,0%,
95,2022,2022-12-18,14,15,26.294,TAM,,CIN,L 23-34,*,8,8,83,10.38,1,100.0%,10.38,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,66,89%,0,0%,0,0%,
96,2022,2022-12-25,15,16,26.301,TAM,@,ARI,W 19-16,*,10,8,63,7.88,0,80.0%,6.30,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,73,90%,0,0%,0,0%,
97,2022,2023-01-01,16,17,26.308,TAM,,CAR,W 30-24,,9,9,120,13.33,0,100.0%,13.33,0,0,,0,0,0,,0,0,0,,0,0,,,1,0,2,0.0,1,0,1,0,0,1,1,0,0,0,0,66,85%,0,0%,1,3%,
98,2022,2023-01-08,17,18,26.315,TAM,@,ATL,L 17-30,*,7,6,55,9.17,0,85.7%,7.86,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,26,47%,0,0%,0,0%,
99,2023,2023-09-10,1,1,27.195,TAM,@,MIN,W 20-17,*,6,5,51,10.20,0,83.3%,8.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,85%,0,0%,0,0%,
100,2023,2023-09-17,2,2,27.202,TAM,,CHI,W 27-17,*,8,5,58,11.60,0,62.5%,7.25,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,53,75%,0,0%,0,0%,
101,2023,2023-09-25,3,3,27.210,TAM,,PHI,L 11-25,*,5,3,32,10.67,0,60.0%,6.40,0,0,,0,0,0,,0,0,0,,0,0,,,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,41,87%,0,0%,0,0%,
102,2023,2023-10-01,4,4,27.216,TAM,@,NOR,W 26-9,*,11,8,114,14.25,0,72.7%,10.36,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,53,75%,0,0%,0,0%,
103,2023,2023-10-15,5,6,27.230,TAM,,DET,L 6-20,*,7,6,77,12.83,0,85.7%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,47,84%,0,0%,0,0%,
104,2023,2023-10-22,6,7,27.237,TAM,,ATL,L 13-16,*,12,6,66,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,70%,0,0%,0,0%,
105,2023,2023-10-26,7,8,27.241,TAM,@,BUF,L 18-24,*,7,5,54,10.80,1,71.4%,7.71,1,14,14.00,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,58,85%,0,0%,0,0%,
106,2023,2023-11-05,8,9,27.251,TAM,@,HOU,L 37-39,*,6,2,16,8.00,0,33.3%,2.67,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,88%,0,0%,0,0%,
107,2023,2023-11-12,9,10,27.258,TAM,,TEN,W 20-6,*,6,4,54,13.50,0,66.7%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,77%,0,0%,0,0%,
108,2023,2023-11-19,10,11,27.265,TAM,@,SFO,L 14-27,*,7,6,39,6.50,0,85.7%,5.57,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,80%,0,0%,0,0%,
109,2023,2023-11-26,11,12,27.272,TAM,@,IND,L 20-27,*,7,3,45,15.00,0,42.9%,6.43,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,83%,0,0%,0,0%,
110,2023,2023-12-03,12,13,27.279,TAM,,CAR,W 21-18,*,3,0,0,,0,0.0%,0.00,1,19,19.00,1,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,52,84%,0,0%,0,0%,
111,2023,2023-12-10,13,14,27.286,TAM,@,ATL,W 29-25,*,11,5,53,10.60,0,45.5%,4.82,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,84%,0,0%,0,0%,
112,2023,2023-12-17,14,15,27.293,TAM,@,GNB,W 34-20,*,12,10,155,15.50,0,83.3%,12.92,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,81%,0,0%,0,0%,
113,2023,2023-12-24,15,16,27.300,TAM,,JAX,W 30-12,*,10,6,78,13.00,0,60.0%,7.80,1,1,1.00,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,80%,0,0%,1,5%,
114,2023,2023-12-31,16,17,27.307,TAM,,NOR,L 13-23,*,5,3,81,27.00,1,60.0%,16.20,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,48,86%,0,0%,0,0%,
115,2023,2024-01-07,17,18,27.314,TAM,@,CAR,W 9-0,*,7,6,51,8.50,0,85.7%,7.29,1,4,4.00,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,77%,0,0%,0,0%,
116,2024,2024-09-08,1,1,28.194,TAM,,WAS,W 37-20,*,8,8,83,10.38,1,100.0%,10.38,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,50,78%,0,0%,1,4%,
117,2024,2024-09-15,2,2,28.201,TAM,@,DET,W 20-16,*,8,7,117,16.71,1,87.5%,14.63,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,38,79%,0,0%,0,0%,
118,2024,2024-09-22,3,3,28.208,TAM,,DEN,L 7-26,*,9,6,53,8.83,1,66.7%,5.89,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,51,89%,0,0%,0,0%,
119,2024,2024-09-29,4,4,28.215,TAM,,PHI,W 33-16,*,9,6,69,11.50,0,66.7%,7.67,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,66,86%,0,0%,0,0%,
120,2024,2024-10-03,5,5,28.219,TAM,@,ATL,L 30-36,*,6,5,64,12.80,0,83.3%,10.67,1,2,2.00,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,52,98%,0,0%,0,0%,
121,2024,2024-10-13,6,6,28.229,TAM,@,NOR,W 51-27,*,13,11,125,11.36,2,84.6%,9.62,0,0,,0,0,0,,0,0,0,,0,0,,,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,72,94%,0,0%,0,0%,
122,2024,2024-10-21,7,7,28.237,TAM,,BAL,L 31-41,*,9,7,65,9.29,0,77.8%,7.22,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70,85%,0,0%,0,0%,
123,2024,2024-10-27,8,8,,TAM,,ATL,L 26-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
124,2024,2024-11-04,9,9,,TAM,@,KAN,L 24-30,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
125,2024,2024-11-10,10,10,,TAM,,SFO,L 20-23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
126,2024,2024-11-24,11,12,,TAM,@,NYG,W 30-7,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
