Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
108,2023,2023-11-19,10,11,28.080,DAL,@,CAR,W 33-10,,0,0,,0,0,0,,0,0,0,0.0,4,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0%,53,90%,0,0%,
109,2023,2023-11-23,11,12,28.084,DAL,,WAS,W 45-10,*,0,0,,0,0,0,,0,0,0,0.0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,65,83%,0,0%,
110,2023,2023-11-30,12,13,28.091,DAL,,SEA,W 41-35,,0,0,,0,0,0,,0,0,0,0.0,3,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0%,51,74%,0,0%,
111,2023,2023-12-10,13,14,28.101,DAL,,PHI,W 33-13,*,0,0,,0,0,0,,0,0,0,0.0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,47,85%,0,0%,
112,2023,2023-12-17,14,15,28.108,DAL,@,BUF,L 10-31,*,0,0,,0,0,0,,0,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,38,56%,0,0%,
113,2023,2023-12-24,15,16,28.115,DAL,@,MIA,L 20-22,*,0,0,,0,0,0,,0,0,0,0.0,3,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,63,97%,0,0%,
114,2023,2023-12-30,16,17,28.121,DAL,,DET,W 20-19,*,0,0,,0,0,0,,0,0,0,0.0,3,3,6,0,0,1,0,0,2,0,0,0,0,0,0,0,0%,58,84%,0,0%,
115,2023,2024-01-07,17,18,28.129,DAL,@,WAS,W 38-10,*,0,0,,0,0,0,,0,0,0,0.0,3,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0%,45,92%,0,0%,
116,2024,2024-09-08,1,1,29.008,DAL,@,CLE,W 33-17,*,0,0,,0,0,0,,0,0,0,0.0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,68,89%,1,3%,
117,2024,2024-09-15,2,2,29.015,DAL,,NOR,L 19-44,,0,0,,0,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,34,58%,0,0%,
118,2024,2024-09-22,3,3,29.022,DAL,,BAL,L 25-28,*,0,0,,0,0,0,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,31,49%,0,0%,
119,2024,2024-09-26,4,4,29.026,DAL,@,NYG,W 20-15,,0,0,,0,0,0,,0,0,0,0.0,5,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,51,74%,0,0%,
120,2024,2024-10-06,5,5,29.036,DAL,@,PIT,W 20-17,*,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0%,34,59%,0,0%,
121,2024,2024-10-13,6,6,29.043,DAL,,DET,L 9-47,,0,0,,0,0,0,,0,0,0,0.0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,34,50%,0,0%,
122,2024,2024-10-27,7,8,29.057,DAL,@,SFO,L 24-30,*,0,0,,0,0,0,,0,0,0,0.0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,65,96%,0,0%,
123,2024,2024-11-03,8,9,29.064,DAL,@,ATL,L 21-27,*,0,0,,0,0,0,,0,0,0,0.0,4,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,55,97%,0,0%,
124,2024,2024-11-10,9,10,29.071,DAL,,PHI,L 6-34,*,0,0,,0,0,0,,0,0,0,0.0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,59,87%,0,0%,
125,2024,2024-11-18,10,11,,DAL,,HOU,L 10-34,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
