Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
90,2022,2022-11-07,9,9,27.105,NOR,,BAL,L 13-27,*,9,30,3.33,0,4,3,32,10.67,0,75.0%,8.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,45,88%,0,0%,0,0%,
91,2022,2022-11-13,10,10,27.111,NOR,@,PIT,L 10-20,*,8,26,3.25,0,4,3,19,6.33,0,75.0%,4.75,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,37,79%,0,0%,0,0%,
92,2022,2022-11-20,11,11,27.118,NOR,,LAR,W 27-20,*,12,42,3.50,0,5,4,47,11.75,0,80.0%,9.40,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,40,70%,0,0%,1,3%,
93,2022,2022-11-27,12,12,27.125,NOR,@,SFO,L 0-13,*,7,13,1.86,0,7,6,37,6.17,0,85.7%,5.29,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,2,2,0,0,0,0,38,67%,0,0%,0,0%,
94,2022,2022-12-05,13,13,27.133,NOR,@,TAM,L 16-17,*,12,26,2.17,0,3,2,11,5.50,0,66.7%,3.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,1,6,0,35,59%,0,0%,0,0%,
95,2022,2022-12-18,14,15,27.146,NOR,,ATL,W 21-18,*,21,91,4.33,0,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,34,62%,0,0%,0,0%,
96,2022,2022-12-24,15,16,27.152,NOR,@,CLE,W 17-10,,20,76,3.80,1,4,2,34,17.00,0,50.0%,8.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,38,70%,0,0%,0,0%,
97,2022,2023-01-01,16,17,27.160,NOR,@,PHI,W 20-10,*,16,73,4.56,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,40,58%,0,0%,0,0%,
98,2022,2023-01-08,17,18,27.167,NOR,,CAR,L 7-10,*,23,107,4.65,0,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,45,75%,0,0%,0,0%,
99,2023,2023-09-10,1,1,,NOR,,TEN,W 16-15,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
100,2023,2023-09-18,2,2,,NOR,@,CAR,W 20-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
101,2023,2023-09-24,3,3,,NOR,@,GNB,L 17-18,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
102,2023,2023-10-01,4,4,28.068,NOR,,TAM,L 9-26,*,11,51,4.64,0,14,13,33,2.54,0,92.9%,2.36,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,49,75%,0,0%,0,0%,
103,2023,2023-10-08,5,5,28.075,NOR,@,NWE,W 34-0,*,22,80,3.64,1,3,3,17,5.67,0,100.0%,5.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,45,63%,0,0%,0,0%,
104,2023,2023-10-15,6,6,28.082,NOR,@,HOU,L 13-20,*,19,68,3.58,0,8,7,36,5.14,0,87.5%,4.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,66,80%,0,0%,0,0%,
105,2023,2023-10-19,7,7,28.086,NOR,,JAX,L 24-31,*,17,62,3.65,0,14,12,91,7.58,0,85.7%,6.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,0,2,0,0,0,0,0,0,66,73%,0,0%,0,0%,
106,2023,2023-10-29,8,8,28.096,NOR,@,IND,W 38-27,*,17,59,3.47,1,5,4,51,12.75,1,80.0%,10.20,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0,0,0,0,0,0,38,58%,0,0%,0,0%,
107,2023,2023-11-05,9,9,28.103,NOR,,CHI,W 24-17,*,9,26,2.89,0,5,4,44,11.00,0,80.0%,8.80,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,31,49%,0,0%,0,0%,
108,2023,2023-11-12,10,10,28.110,NOR,@,MIN,L 19-27,*,9,42,4.67,0,7,7,33,4.71,0,100.0%,4.71,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,0,4,0,0,0,0,0,0,51,76%,0,0%,0,0%,
109,2023,2023-11-26,11,12,28.124,NOR,@,ATL,L 15-24,*,15,69,4.60,0,5,4,50,12.50,0,80.0%,10.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,46,64%,0,0%,0,0%,
110,2023,2023-12-03,12,13,28.131,NOR,,DET,L 28-33,*,14,51,3.64,2,8,6,58,9.67,0,75.0%,7.25,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0,0,0,0,0,0,39,58%,0,0%,0,0%,
111,2023,2023-12-10,13,14,28.138,NOR,,CAR,W 28-6,*,12,56,4.67,1,4,3,-11,-3.67,0,75.0%,-2.75,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,28,54%,0,0%,0,0%,
112,2023,2023-12-17,14,15,28.145,NOR,,NYG,W 24-6,,16,66,4.13,0,5,5,44,8.80,0,100.0%,8.80,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,32,52%,0,0%,0,0%,
113,2023,2023-12-21,15,16,28.149,NOR,@,LAR,L 22-30,*,9,19,2.11,0,6,5,16,3.20,0,83.3%,2.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,44,73%,0,0%,0,0%,
114,2023,2023-12-31,16,17,28.159,NOR,@,TAM,W 23-13,*,10,45,4.50,0,2,2,4,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,23,33%,0,0%,0,0%,
115,2023,2024-01-07,17,18,,NOR,,ATL,W 48-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
116,2024,2024-09-08,1,1,29.045,NOR,,CAR,W 47-10,*,15,83,5.53,1,5,5,27,5.40,0,100.0%,5.40,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,34,52%,0,0%,0,0%,
117,2024,2024-09-15,2,2,29.052,NOR,@,DAL,W 44-19,*,20,115,5.75,3,3,2,65,32.50,1,66.7%,21.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,4,24,0,0,0,0,0,0,37,63%,0,0%,0,0%,
118,2024,2024-09-22,3,3,29.059,NOR,,PHI,L 12-15,*,26,87,3.35,0,3,3,40,13.33,0,100.0%,13.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,48,86%,0,0%,0,0%,
119,2024,2024-09-29,4,4,29.066,NOR,@,ATL,L 24-26,*,19,77,4.05,1,9,7,42,6.00,0,77.8%,4.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,61,82%,0,0%,0,0%,
120,2024,2024-10-07,5,5,29.074,NOR,@,KAN,L 13-26,*,11,26,2.36,0,8,6,40,6.67,0,75.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,47,89%,0,0%,0,0%,
121,2024,2024-10-13,6,6,29.080,NOR,,TAM,L 27-51,*,13,40,3.08,1,8,5,24,4.80,0,62.5%,3.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,1,0,0,0,0,0,52,74%,0,0%,0,0%,
122,2024,2024-10-17,7,7,29.084,NOR,,DEN,L 10-33,*,7,10,1.43,0,7,6,14,2.33,0,85.7%,2.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,40,57%,0,0%,0,0%,
123,2024,2024-10-27,8,8,29.094,NOR,@,LAC,L 8-26,*,10,67,6.70,0,11,6,55,9.17,0,54.5%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,40,55%,0,0%,0,0%,
124,2024,2024-11-03,9,9,29.101,NOR,@,CAR,L 22-23,*,29,155,5.34,0,9,6,60,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,61,77%,0,0%,0,0%,
125,2024,2024-11-10,10,10,29.108,NOR,,ATL,W 20-17,*,17,55,3.24,0,6,5,54,10.80,0,83.3%,9.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,43,81%,0,0%,0,0%,
126,2024,2024-11-17,11,11,29.115,NOR,,CLE,W 35-14,*,16,67,4.19,0,4,4,22,5.50,0,100.0%,5.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,44,73%,0,0%,0,0%,
