Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
111,2019,2019-12-22,15,16,27.223,KAN,@,CHI,W 26-3,*,0,0,,0,0,0,,0,0,0,0.0,6,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,54,83%,0,0%,
112,2019,2019-12-29,16,17,27.230,KAN,,LAC,W 31-21,*,0,0,,0,0,0,,0,0,0,0.0,7,0,7,0,0,1,0,0,2,0,0,0,0,0,0,0,0%,77,95%,0,0%,
113,2020,2020-09-10,1,1,28.120,KAN,,HOU,W 34-20,*,0,0,,0,0,0,,0,0,0,0.0,6,2,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,59,100%,0,0%,
114,2020,2020-09-20,2,2,28.130,KAN,@,LAC,W 23-20,*,0,0,,0,0,0,,0,0,0,0.0,1,4,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0%,83,100%,0,0%,
115,2020,2020-09-28,3,3,28.138,KAN,@,BAL,W 34-20,*,0,0,,0,0,0,,0,0,0,0.0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,56,100%,0,0%,
116,2020,2020-10-05,4,4,28.145,KAN,,NWE,W 26-10,*,0,0,,0,0,0,,0,1,6,0.0,4,0,4,0,0,1,25,1,1,0,0,0,0,0,0,0,0%,75,100%,0,0%,
117,2020,2020-10-11,5,5,28.151,KAN,,LVR,L 32-40,*,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,70,100%,0,0%,
118,2020,2020-10-19,6,6,28.159,KAN,@,BUF,W 26-17,*,0,0,,0,0,0,,0,0,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,53,100%,0,0%,
119,2020,2020-10-25,7,7,28.165,KAN,@,DEN,W 43-16,*,0,0,,0,0,0,,0,0,0,0.0,5,0,5,0,0,1,18,0,1,0,0,0,1,-2,0,0,0%,60,78%,0,0%,
120,2020,2020-11-01,8,8,28.172,KAN,,NYJ,W 35-9,*,0,0,,0,0,0,,0,0,0,0.0,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,54,95%,0,0%,
121,2020,2020-11-08,9,9,28.179,KAN,,CAR,W 33-31,*,0,0,,0,0,0,,0,0,0,0.0,4,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,83,100%,0,0%,
122,2020,2020-11-22,10,11,28.193,KAN,@,LVR,W 35-31,*,0,0,,0,0,0,,0,0,0,0.0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,59,100%,0,0%,
123,2020,2020-11-29,11,12,28.200,KAN,@,TAM,W 27-24,*,0,0,,0,0,0,,0,0,0,0.0,4,1,5,0,0,1,22,0,1,0,0,0,0,0,0,0,0%,55,93%,0,0%,
124,2020,2020-12-06,12,13,28.207,KAN,,DEN,W 22-16,*,0,0,,0,0,0,,0,0,0,0.0,4,2,6,1,0,2,0,0,2,0,0,0,0,0,0,0,0%,66,100%,0,0%,
125,2020,2020-12-13,13,14,28.214,KAN,@,MIA,W 33-27,*,0,0,,0,0,0,,0,0,0,0.0,2,0,2,0,0,1,5,0,2,0,0,0,0,0,0,0,0%,83,100%,0,0%,
126,2020,2020-12-20,14,15,28.221,KAN,@,NOR,W 32-29,*,0,0,,0,0,0,,0,0,0,0.0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,55,100%,0,0%,
127,2020,2020-12-27,15,16,28.228,KAN,,ATL,W 17-14,*,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,68,100%,0,0%,
128,2020,2021-01-03,16,17,,KAN,,LAC,L 21-38,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
129,2021,2021-09-12,1,1,,KAN,,CLE,W 33-29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
130,2021,2021-09-19,2,2,29.129,KAN,@,BAL,L 35-36,*,0,0,,0,0,0,,0,1,6,0.0,6,0,6,0,0,2,50,1,3,0,0,0,0,0,0,0,0%,76,100%,0,0%,
131,2021,2021-09-26,3,3,29.136,KAN,,LAC,L 24-30,*,0,0,,0,0,0,,0,0,0,0.0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,66,100%,0,0%,
132,2021,2021-10-03,4,4,29.143,KAN,@,PHI,W 42-30,*,0,0,,0,0,0,,0,0,0,0.0,4,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0%,74,100%,0,0%,
133,2021,2021-10-10,5,5,29.150,KAN,,BUF,L 20-38,*,0,0,,0,0,0,,0,0,0,0.0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,57,100%,0,0%,
134,2021,2021-10-17,6,6,29.157,KAN,@,WAS,W 31-13,*,0,0,,0,0,0,,0,0,0,0.0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,59,100%,0,0%,
135,2021,2021-10-24,7,7,29.164,KAN,@,TEN,L 3-27,*,0,0,,0,0,0,,0,0,0,0.0,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,68,100%,0,0%,
136,2021,2021-11-01,8,8,29.172,KAN,,NYG,W 20-17,*,0,0,,0,0,0,,0,0,0,0.0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,60,100%,0,0%,
137,2021,2021-11-07,9,9,29.178,KAN,,GNB,W 13-7,*,0,0,,0,0,0,,0,0,0,1.0,5,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,63,100%,0,0%,
138,2021,2021-11-14,10,10,29.185,KAN,@,LVR,W 41-14,*,0,0,,0,0,0,,0,0,0,0.0,4,0,4,0,0,0,0,0,1,0,0,0,1,14,0,0,0%,37,69%,0,0%,
139,2021,2021-11-21,11,11,29.192,KAN,,DAL,W 19-9,*,0,0,,0,0,0,,0,0,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,67,100%,0,0%,
140,2021,2021-12-05,12,13,29.206,KAN,,DEN,W 22-9,*,0,0,,0,0,0,,0,0,0,0.0,7,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,77,100%,0,0%,
141,2021,2021-12-12,13,14,29.213,KAN,,LVR,W 48-9,*,0,0,,0,0,0,,0,0,0,0.0,5,0,5,0,0,1,6,0,1,0,0,0,1,-2,0,0,0%,47,75%,0,0%,
142,2021,2021-12-16,14,15,29.217,KAN,@,LAC,W 34-28,*,0,0,,0,0,0,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,80,100%,0,0%,
143,2021,2021-12-26,15,16,29.227,KAN,,PIT,W 36-10,*,0,0,,0,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0%,43,60%,0,0%,
144,2021,2022-01-02,16,17,29.234,KAN,@,CIN,L 31-34,*,0,0,,0,0,0,,0,0,0,0.0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,70,100%,0,0%,
145,2021,2022-01-08,17,18,29.240,KAN,@,DEN,W 28-24,*,0,0,,0,0,0,,0,0,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,54,100%,0,0%,
146,2022,2022-09-11,1,1,30.121,NOR,@,ATL,W 27-26,*,0,0,,0,0,0,,0,0,0,0.0,5,2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0%,75,100%,0,0%,
147,2022,2022-09-18,2,2,30.128,NOR,,TAM,L 10-20,*,0,0,,0,0,0,,0,0,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,67,100%,0,0%,
148,2022,2022-09-25,3,3,30.135,NOR,@,CAR,L 14-22,*,0,0,,0,0,0,,0,0,0,0.0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,61,100%,0,0%,
149,2022,2022-10-02,4,4,30.142,NOR,,MIN,L 25-28,*,0,0,,0,0,0,,0,0,0,0.0,4,3,7,0,0,1,3,0,1,0,0,0,0,0,0,0,0%,72,100%,0,0%,
150,2022,2022-10-09,5,5,30.149,NOR,,SEA,W 39-32,*,0,0,,0,0,0,,0,0,0,0.0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,52,100%,0,0%,
151,2022,2022-10-16,6,6,30.156,NOR,,CIN,L 26-30,*,0,0,,0,0,0,,0,0,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,57,100%,0,0%,
152,2022,2022-10-20,7,7,30.160,NOR,@,ARI,L 34-42,*,0,0,,0,0,0,,0,0,0,0.0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,66,100%,0,0%,
153,2022,2022-10-30,8,8,30.170,NOR,,LVR,W 24-0,*,0,0,,0,0,0,,0,0,0,0.0,3,1,4,0,1,1,0,0,2,0,0,0,0,0,0,0,0%,58,100%,0,0%,
154,2022,2022-11-07,9,9,30.178,NOR,,BAL,L 13-27,*,0,0,,0,0,0,,0,0,0,0.0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,68,100%,0,0%,
155,2022,2022-11-13,10,10,30.184,NOR,@,PIT,L 10-20,*,0,0,,0,0,0,,0,0,0,0.0,5,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,84,100%,0,0%,
156,2022,2022-11-20,11,11,30.191,NOR,,LAR,W 27-20,*,0,0,,0,0,0,,0,0,0,0.0,4,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,64,100%,0,0%,
157,2022,2022-11-27,12,12,30.198,NOR,@,SFO,L 0-13,*,0,0,,0,0,0,,0,0,0,0.0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,69,99%,0,0%,
158,2022,2022-12-05,13,13,30.206,NOR,@,TAM,L 16-17,*,0,0,,0,0,0,,0,0,0,0.0,5,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,79,99%,0,0%,
159,2022,2022-12-18,14,15,30.219,NOR,,ATL,W 21-18,*,0,0,,0,0,0,,0,0,0,1.0,6,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0%,73,99%,0,0%,
160,2022,2022-12-24,15,16,30.225,NOR,@,CLE,W 17-10,*,0,0,,0,0,0,,0,0,0,0.0,6,5,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,70,100%,0,0%,
161,2022,2023-01-01,16,17,30.233,NOR,@,PHI,W 20-10,*,0,0,,0,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,55,100%,0,0%,
162,2022,2023-01-08,17,18,30.240,NOR,,CAR,L 7-10,*,0,0,,0,0,0,,0,0,0,0.0,4,4,8,0,0,1,41,0,1,0,0,1,0,0,0,0,0%,59,100%,0,0%,
163,2023,2023-09-10,1,1,31.120,NOR,,TEN,W 16-15,*,0,0,,0,0,0,,0,0,0,0.0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,63,100%,0,0%,
164,2023,2023-09-18,2,2,31.128,NOR,@,CAR,W 20-17,*,0,0,,0,0,0,,0,0,0,0.0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,60,100%,0,0%,
165,2023,2023-09-24,3,3,31.134,NOR,@,GNB,L 17-18,*,0,0,,0,0,0,,0,0,0,0.0,2,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,79,100%,0,0%,
166,2023,2023-10-01,4,4,31.141,NOR,,TAM,L 9-26,*,0,0,,0,0,0,,0,0,0,0.0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,71,100%,0,0%,
167,2023,2023-10-08,5,5,31.148,NOR,@,NWE,W 34-0,*,0,0,,0,0,0,,0,1,6,0.0,0,1,1,0,0,1,27,1,1,0,0,0,0,0,0,0,0%,47,87%,0,0%,
168,2023,2023-10-15,6,6,31.155,NOR,@,HOU,L 13-20,*,0,0,,0,0,0,,0,0,0,0.0,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,63,100%,0,0%,
169,2023,2023-10-19,7,7,31.159,NOR,,JAX,L 24-31,*,0,0,,0,0,0,,0,0,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,56,100%,0,0%,
170,2023,2023-10-29,8,8,31.169,NOR,@,IND,W 38-27,*,0,0,,0,0,0,,0,0,0,0.0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,70,99%,0,0%,
171,2023,2023-11-05,9,9,31.176,NOR,,CHI,W 24-17,*,0,0,,0,0,0,,0,0,0,0.0,5,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,68,100%,0,0%,
172,2023,2023-11-12,10,10,31.183,NOR,@,MIN,L 19-27,*,0,0,,0,0,0,,0,0,0,0.0,7,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,73,100%,0,0%,
173,2023,2023-11-26,11,12,31.197,NOR,@,ATL,L 15-24,*,0,0,,0,0,0,,0,0,0,0.0,3,1,4,0,1,2,21,0,2,0,0,0,0,0,0,0,0%,62,100%,0,0%,
174,2023,2023-12-03,12,13,31.204,NOR,,DET,L 28-33,*,0,0,,0,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,58,100%,0,0%,
175,2023,2023-12-10,13,14,31.211,NOR,,CAR,W 28-6,*,0,0,,0,0,0,,0,0,0,0.0,5,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,78,98%,0,0%,
176,2023,2023-12-17,14,15,31.218,NOR,,NYG,W 24-6,*,0,0,,0,0,0,,0,0,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,62,100%,0,0%,
177,2023,2023-12-21,15,16,31.222,NOR,@,LAR,L 22-30,*,0,0,,0,0,0,,0,0,0,0.0,6,3,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,70,100%,0,0%,
178,2023,2023-12-31,16,17,31.232,NOR,@,TAM,W 23-13,*,0,0,,0,0,0,,0,0,0,0.0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,56,100%,0,0%,
179,2023,2024-01-07,17,18,31.239,NOR,,ATL,W 48-17,*,0,0,,0,0,0,,0,0,0,0.0,1,2,3,0,0,1,74,0,1,0,0,0,0,0,0,0,0%,61,100%,0,0%,
180,2024,2024-09-08,1,1,32.118,NOR,,CAR,W 47-10,*,0,0,,0,0,0,,0,0,0,0.0,4,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0%,27,46%,0,0%,
181,2024,2024-09-15,2,2,32.125,NOR,@,DAL,W 44-19,*,0,0,,0,0,0,,0,0,0,0.0,3,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0%,67,96%,0,0%,
182,2024,2024-09-22,3,3,32.132,NOR,,PHI,L 12-15,*,0,0,,0,0,0,,0,0,0,0.0,7,0,7,1,0,1,23,0,1,0,0,0,0,0,0,0,0%,72,100%,0,0%,
183,2024,2024-09-29,4,4,32.139,NOR,@,ATL,L 24-26,*,0,0,,0,0,0,,0,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,33,59%,0,0%,
184,2024,2024-10-07,5,5,32.147,NOR,@,KAN,L 13-26,*,0,0,,0,0,0,,0,0,0,0.0,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,83,99%,0,0%,
185,2024,2024-10-13,6,6,32.153,NOR,,TAM,L 27-51,*,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,16,21%,0,0%,
186,2024,2024-10-17,7,7,32.157,NOR,,DEN,L 10-33,*,0,0,,0,0,0,,0,0,0,0.0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,64,98%,0,0%,
187,2024,2024-10-27,8,8,32.167,NOR,@,LAC,L 8-26,*,0,0,,0,0,0,,0,0,0,0.0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,66,100%,0,0%,
188,2024,2024-11-03,9,9,32.174,NOR,@,CAR,L 22-23,*,0,0,,0,0,0,,0,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,50,94%,0,0%,
189,2024,2024-11-10,10,10,32.181,NOR,,ATL,W 20-17,*,0,0,,0,0,0,,0,0,0,0.0,3,0,3,0,0,1,6,0,3,0,0,0,0,0,0,0,0%,77,99%,0,0%,
190,2024,2024-11-17,11,11,32.188,NOR,,CLE,W 35-14,*,0,0,,0,0,0,,0,0,0,0.0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,73,100%,0,0%,
