Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
102,2023,2023-10-01,4,4,28.149,ARI,@,SFO,L 16-35,*,11,52,4.73,0,2,1,4,4.00,0,50.0%,2.00,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,62%,0,0%,0,0%,
103,2023,2023-10-08,5,5,28.156,ARI,,CIN,L 20-34,*,6,46,7.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,12,21%,0,0%,0,0%,
104,2023,2023-10-15,6,6,,ARI,@,LAR,L 9-26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
105,2023,2023-10-22,7,7,,ARI,@,SEA,L 10-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
106,2023,2023-10-29,8,8,,ARI,,BAL,L 24-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
107,2023,2023-11-05,9,9,,ARI,@,CLE,L 0-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
108,2023,2023-11-12,10,10,28.191,ARI,,ATL,W 25-23,*,16,73,4.56,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,41,63%,0,0%,0,0%,
109,2023,2023-11-19,11,11,28.198,ARI,@,HOU,L 16-21,*,14,62,4.43,0,3,2,1,0.50,0,66.7%,0.33,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,42,69%,0,0%,0,0%,
110,2023,2023-11-26,12,12,28.205,ARI,,LAR,L 14-37,*,6,27,4.50,0,5,4,5,1.25,0,80.0%,1.00,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,42%,0,0%,0,0%,
111,2023,2023-12-03,13,13,28.212,ARI,@,PIT,W 24-10,*,25,105,4.20,2,2,0,0,,0,0.0%,0.00,,2,12,0.0,0,0,0,0,0,0,0,0,1,0,0,52,76%,0,0%,0,0%,
112,2023,2023-12-17,14,15,28.226,ARI,,SFO,L 29-45,*,14,86,6.14,1,3,3,3,1.00,0,100.0%,1.00,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,36,49%,0,0%,0,0%,
113,2023,2023-12-24,15,16,28.233,ARI,@,CHI,L 16-27,*,12,45,3.75,0,5,5,67,13.40,1,100.0%,13.40,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,36,59%,0,0%,0,0%,
114,2023,2023-12-31,16,17,28.240,ARI,@,PHI,W 35-31,*,26,128,4.92,1,1,1,5,5.00,1,100.0%,5.00,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,50,66%,0,0%,0,0%,
115,2023,2024-01-07,17,18,28.247,ARI,,SEA,L 20-21,*,27,150,5.56,1,4,4,54,13.50,0,100.0%,13.50,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,52,74%,0,0%,0,0%,
116,2024,2024-09-08,1,1,29.126,ARI,@,BUF,L 28-34,*,16,50,3.13,1,4,3,33,11.00,0,75.0%,8.25,1,1,8,0.0,0,0,0,0,0,0,0,0,0,0,0,41,67%,0,0%,0,0%,
117,2024,2024-09-15,2,2,29.133,ARI,,LAR,W 41-10,*,21,122,5.81,1,1,1,2,2.00,0,100.0%,2.00,,1,6,0.0,0,0,0,0,0,1,0,0,0,0,0,41,62%,0,0%,0,0%,
118,2024,2024-09-22,3,3,29.140,ARI,,DET,L 13-20,*,9,17,1.89,0,1,1,8,8.00,0,100.0%,8.00,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,75%,0,0%,0,0%,
119,2024,2024-09-29,4,4,29.147,ARI,,WAS,L 14-42,*,18,104,5.78,1,1,1,9,9.00,0,100.0%,9.00,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,34,58%,0,0%,0,0%,
120,2024,2024-10-06,5,5,29.154,ARI,@,SFO,W 24-23,*,19,86,4.53,0,3,2,14,7.00,0,66.7%,4.67,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,46,79%,0,0%,0,0%,
121,2024,2024-10-13,6,6,29.161,ARI,@,GNB,L 13-34,*,7,24,3.43,0,5,4,22,5.50,0,80.0%,4.40,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,16,28%,0,0%,0,0%,
122,2024,2024-10-21,7,7,29.169,ARI,,LAC,W 17-15,*,19,101,5.32,0,4,2,51,25.50,0,50.0%,12.75,,0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,48,84%,0,0%,0,0%,
123,2024,2024-10-27,8,8,29.175,ARI,@,MIA,W 28-27,*,20,53,2.65,1,3,2,16,8.00,0,66.7%,5.33,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,53,80%,0,0%,0,0%,
124,2024,2024-11-03,9,9,29.182,ARI,,CHI,W 29-9,*,18,107,5.94,0,3,3,12,4.00,0,100.0%,4.00,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,48%,0,0%,0,0%,
125,2024,2024-11-10,10,10,29.189,ARI,,NYJ,W 31-6,*,12,33,2.75,1,5,5,80,16.00,0,100.0%,16.00,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,32,54%,0,0%,0,0%,
126,2024,2024-11-24,11,12,29.203,ARI,@,SEA,L 6-16,*,7,8,1.14,0,5,5,41,8.20,0,100.0%,8.20,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,69%,0,0%,0,0%,
