Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
88,2022,2022-10-16,6,6,27.028,NYG,,BAL,W 24-20,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,59,100%,5,19%,
89,2022,2022-10-23,7,7,27.035,NYG,@,JAX,W 23-17,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,6,1,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0%,64,90%,3,14%,
90,2022,2022-10-30,8,8,27.042,NYG,@,SEA,L 13-27,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,5,1,6,0,0,0,0,0,1,0,0,1,1,1,0,0,0%,64,100%,5,17%,
91,2022,2022-11-13,9,10,27.056,NYG,,HOU,W 24-16,*,0,0,,0,0,0,,0,2,2,1.00,0,0,0,0.0,4,2,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0%,64,100%,10,33%,
92,2022,2022-11-20,10,11,27.063,NYG,,DET,L 18-31,*,0,0,,0,0,0,,0,1,3,3.00,0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,18,27%,2,8%,
93,2022,2022-11-24,11,12,,NYG,@,DAL,L 20-28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
94,2022,2022-12-04,12,13,,NYG,,WAS,T 20-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
95,2022,2022-12-11,13,14,,NYG,,PHI,L 22-48,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
96,2022,2022-12-18,14,15,,NYG,@,WAS,W 20-12,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
97,2022,2022-12-24,15,16,,NYG,@,MIN,L 24-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
98,2022,2023-01-01,16,17,,NYG,,IND,W 38-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
99,2022,2023-01-08,17,18,,NYG,@,PHI,L 16-22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
100,2023,2023-09-10,1,1,27.357,NYG,,DAL,L 0-40,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,53,91%,0,0%,
101,2023,2023-09-17,2,2,27.364,NYG,@,ARI,W 31-28,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,4,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,65,100%,0,0%,
102,2023,2023-09-21,3,3,28.003,NYG,@,SFO,L 12-30,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,80,96%,0,0%,
103,2023,2023-10-02,4,4,28.014,NYG,,SEA,L 3-24,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,55,100%,4,17%,
104,2023,2023-10-08,5,5,28.020,NYG,@,MIA,L 16-31,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,43,79%,0,0%,
105,2023,2023-10-15,6,6,28.027,NYG,@,BUF,L 9-14,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,48,79%,0,0%,
106,2023,2023-10-22,7,7,,NYG,,WAS,W 14-7,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
107,2023,2023-10-29,8,8,28.041,NYG,,NYJ,L 10-13,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,4,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,50,78%,0,0%,
108,2023,2023-11-05,9,9,28.048,NYG,@,LVR,L 6-30,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,26,43%,0,0%,
109,2023,2023-11-12,10,10,,NYG,@,DAL,L 17-49,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
110,2023,2023-11-19,11,11,,NYG,@,WAS,W 31-19,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
111,2023,2023-11-26,12,12,28.069,NYG,,NWE,W 10-7,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,5,3,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,66,97%,0,0%,
112,2023,2023-12-11,13,14,28.084,NYG,,GNB,W 24-22,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,68,100%,0,0%,
113,2023,2023-12-17,14,15,28.090,NYG,@,NOR,L 6-24,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,50,81%,0,0%,
114,2023,2023-12-25,15,16,28.098,NYG,@,PHI,L 25-33,*,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,4,0,4,0,0,1,76,1,2,0,0,0,0,0,0,0,0%,67,89%,0,0%,
115,2023,2023-12-31,16,17,28.104,NYG,,LAR,L 25-26,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,5,2,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0%,62,100%,1,3%,
116,2023,2024-01-07,17,18,28.111,NYG,,PHI,W 27-10,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,59,91%,0,0%,
117,2024,2024-09-08,1,1,28.356,NYG,,MIN,L 6-28,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,19,35%,0,0%,
118,2024,2024-09-15,2,2,28.363,NYG,@,WAS,L 18-21,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,14,19%,0,0%,
119,2024,2024-09-22,3,3,29.004,NYG,@,CLE,W 21-15,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0%,17,25%,3,12%,
120,2024,2024-09-26,4,4,,NYG,,DAL,L 15-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
121,2024,2024-10-06,5,5,29.018,NYG,@,SEA,W 29-20,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,27,47%,4,13%,
122,2024,2024-10-13,6,6,29.025,NYG,,CIN,L 7-17,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,10,19%,5,23%,
123,2024,2024-10-20,7,7,,NYG,,PHI,L 3-28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
124,2024,2024-10-28,8,8,,NYG,@,PIT,L 18-26,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
125,2024,2024-11-03,9,9,29.046,NYG,,WAS,L 22-27,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,6,10%,2,9%,
126,2024,2024-11-10,10,10,29.053,NYG,@,CAR,L 17-20,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,15,25%,7,23%,
127,2024,2024-11-24,11,12,29.067,NYG,,TAM,L 7-30,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0%,8,12%,2,10%,
