Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct
197,2021,2021-10-10,5,5,35.263,CAR,,PHI,L 18-21,,,,,,,,,,,,,,0,0%,0,0%,11,37%
198,2021,2021-10-17,6,6,35.270,CAR,,MIN,L 28-34,,,,,,,,,,,,,,0,0%,0,0%,10,29%
199,2021,2021-10-24,7,7,35.277,CAR,@,NYG,L 3-25,,,,,,,,,,,,,,0,0%,0,0%,8,30%
200,2021,2021-10-31,8,8,35.284,CAR,@,ATL,W 19-13,,,,,,,,,,,,,,0,0%,0,0%,9,35%
201,2021,2021-11-07,9,9,35.291,CAR,,NWE,L 6-24,,,,,,,,,,,,,,0,0%,0,0%,6,27%
202,2021,2021-11-14,10,10,35.298,CAR,@,ARI,W 34-10,,,,,,,,,,,,,,0,0%,0,0%,9,36%
203,2021,2021-11-21,11,11,35.305,CAR,,WAS,L 21-27,,,,,,,,,,,,,,0,0%,0,0%,8,31%
204,2021,2021-11-28,12,12,35.312,CAR,@,MIA,L 10-33,,,,,,,,,,,,,,0,0%,0,0%,9,32%
205,2021,2021-12-12,13,14,35.326,CAR,,ATL,L 21-29,,,,,,,,,,,,,,0,0%,0,0%,5,22%
206,2021,2021-12-19,14,15,35.333,CAR,@,BUF,L 14-31,,,,,,,,,,,,,,0,0%,0,0%,4,18%
207,2021,2021-12-26,15,16,35.340,CAR,,TAM,L 6-32,,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,0,0%,7,26%
208,2021,2022-01-02,16,17,35.347,CAR,@,NOR,L 10-18,,,,,,,,,,,,,,0,0%,0,0%,8,30%
209,2021,2022-01-09,17,18,35.354,CAR,@,TAM,L 17-41,,,,,,,,,,,,,,0,0%,0,0%,5,18%
210,2022,2022-09-11,1,1,36.234,CAR,,CLE,L 24-26,,,,,,,,,,,,,,0,0%,0,0%,9,28%
211,2022,2022-09-18,2,2,36.241,CAR,@,NYG,L 16-19,,,,,,,,,,,,,,0,0%,0,0%,9,30%
212,2022,2022-09-25,3,3,36.248,CAR,,NOR,W 22-14,,,,,,,,,,,,,,0,0%,0,0%,10,34%
213,2022,2022-10-02,4,4,36.255,CAR,,ARI,L 16-26,,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,0,0%,7,30%
214,2022,2022-10-09,5,5,36.262,CAR,,SFO,L 15-37,,,,,,,,,,,,,,0,0%,0,0%,7,25%
215,2022,2022-10-16,6,6,36.269,CAR,@,LAR,L 10-24,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,9,35%
216,2022,2022-10-23,7,7,36.276,CAR,,TAM,W 21-3,,,,,,,,,,,,,,0,0%,0,0%,11,46%
217,2022,2022-10-30,8,8,36.283,CAR,@,ATL,L 34-37,,,,,,,,,,,,,,0,0%,0,0%,9,26%
218,2022,2022-11-06,9,9,36.290,CAR,@,CIN,L 21-42,,,,,,,,,,,,,,0,0%,0,0%,8,28%
219,2022,2022-11-10,10,10,36.294,CAR,,ATL,W 25-15,,,,,,,,,,,,,,0,0%,0,0%,11,38%
220,2022,2022-11-20,11,11,36.304,CAR,@,BAL,L 3-13,,,,,,,,,,,,,,0,0%,0,0%,8,35%
221,2022,2022-11-27,12,12,36.311,CAR,,DEN,W 23-10,,,,,,,,,,,,,,0,0%,0,0%,11,37%
222,2022,2022-12-11,13,14,36.325,CAR,@,SEA,W 30-24,,,,,,,,,,,,,,0,0%,0,0%,8,29%
223,2022,2022-12-18,14,15,36.332,CAR,,PIT,L 16-24,,,,,,,,,,,,,,0,0%,0,0%,8,32%
224,2022,2022-12-24,15,16,36.338,CAR,,DET,W 37-23,,,,,,,,,,,,,,0,0%,0,0%,10,35%
225,2022,2023-01-01,16,17,36.346,CAR,@,TAM,L 24-30,,,,,,,,,,,,,,0,0%,0,0%,9,29%
226,2022,2023-01-08,17,18,36.353,CAR,@,NOR,W 10-7,,,,,,,,,,,,,,0,0%,0,0%,8,40%
227,2023,2023-09-10,1,1,37.233,CAR,@,ATL,L 10-24,,,,,,,,,,,,,,0,0%,0,0%,7,27%
228,2023,2023-09-18,2,2,37.241,CAR,,NOR,L 17-20,,,,,,,,,,,,,,0,0%,0,0%,8,30%
229,2023,2023-09-24,3,3,37.247,CAR,@,SEA,L 27-37,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,11,31%
230,2023,2023-10-01,4,4,37.254,CAR,,MIN,L 13-21,,,,,,,,,,,,,,0,0%,0,0%,8,36%
231,2023,2023-10-08,5,5,37.261,CAR,@,DET,L 24-42,,,,,,,,,,,,,,0,0%,0,0%,7,26%
232,2023,2023-10-15,6,6,37.268,CAR,@,MIA,L 21-42,,,,,,,,,,,,,,0,0%,0,0%,9,30%
233,2023,2023-10-29,7,8,37.282,CAR,,HOU,W 15-13,,,,,,,,,,,,,,0,0%,0,0%,10,42%
234,2023,2023-11-05,8,9,37.289,CAR,,IND,L 13-27,,,,,,,,,,,,,,0,0%,0,0%,7,25%
235,2023,2023-11-09,9,10,37.293,CAR,@,CHI,L 13-16,,,,,,,,,,,,,,0,0%,0,0%,10,36%
236,2023,2023-11-19,10,11,37.303,CAR,,DAL,L 10-33,,,,,,,,,,,,,,0,0%,0,0%,8,30%
237,2023,2023-11-26,11,12,37.310,CAR,@,TEN,L 10-17,,,,,,,,,,,,,,0,0%,0,0%,8,33%
238,2023,2023-12-03,12,13,37.317,CAR,@,TAM,L 18-21,,,,,,,,,,,,,,0,0%,0,0%,10,34%
239,2023,2023-12-10,13,14,37.324,CAR,@,NOR,L 6-28,,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,0,0%,6,25%
240,2023,2023-12-17,14,15,37.331,CAR,,ATL,W 9-7,,,,,,,,,,,,,,0,0%,0,0%,8,42%
241,2023,2023-12-24,15,16,37.338,CAR,,GNB,L 30-33,,,,,,,,,,,,,,0,0%,0,0%,8,27%
242,2023,2023-12-31,16,17,37.345,CAR,@,JAX,L 0-26,,,,,,,,,,,,,,0,0%,0,0%,6,26%
243,2023,2024-01-07,17,18,37.352,CAR,,TAM,L 0-9,,,,,,,,,,,,,,0,0%,0,0%,7,35%
244,2024,2024-09-08,1,1,38.232,CAR,@,NOR,L 10-47,,,,,,,,,,,,,,0,0%,0,0%,7,23%
245,2024,2024-09-15,2,2,38.239,CAR,,LAC,L 3-26,,,,,,,,,,,,,,0,0%,0,0%,8,34%
246,2024,2024-09-22,3,3,38.246,CAR,@,LVR,W 36-22,,,,,,,,,,,,,,0,0%,0,0%,10,33%
247,2024,2024-09-29,4,4,38.253,CAR,,CIN,L 24-34,,,,,,,,,,,,,,0,0%,0,0%,7,25%
248,2024,2024-10-06,5,5,38.260,CAR,@,CHI,L 10-36,,,,,,,,,,,,,,0,0%,0,0%,7,27%
249,2024,2024-10-13,6,6,38.267,CAR,,ATL,L 20-38,,,,,,,,,,,,,,0,0%,0,0%,7,26%
250,2024,2024-10-20,7,7,38.274,CAR,@,WAS,L 7-40,,,,,,,,,,,,,,0,0%,0,0%,6,23%
251,2024,2024-10-27,8,8,38.281,CAR,@,DEN,L 14-28,,,,,,,,,,,,,,0,0%,0,0%,8,33%
252,2024,2024-11-03,9,9,38.288,CAR,,NOR,W 23-22,,,,,,,,,,,,,,0,0%,0,0%,9,31%
253,2024,2024-11-10,10,10,38.295,CAR,,NYG,W 20-17,,,,,,,,,,,,,,0,0%,0,0%,11,37%
254,2024,2024-11-24,11,12,38.309,CAR,,KAN,L 27-30,,,,,,,,,,,,,,0,0%,0,0%,7,26%
