Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Ret,Yds,Y/R,TD,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
114,2022,2023-01-08,17,18,,ARI,@,SFO,L 13-38,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
115,2023,2023-09-10,1,1,30.229,ARI,@,WAS,L 16-20,,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,5,7%,20,72%,
116,2023,2023-09-17,2,2,30.236,ARI,,NYG,L 28-31,,,,,,,,,,,,,,,,,,,,,,0,0%,3,4%,19,68%,
117,2023,2023-09-24,3,3,30.243,ARI,,DAL,W 28-16,,,,,,,,,,,,,,,,,,,,,,0,0%,1,1%,17,68%,
118,2023,2023-10-01,4,4,30.250,ARI,@,SFO,L 16-35,,,,,,,,,,,,,,,,,,,,,,0,0%,1,2%,17,77%,
119,2023,2023-10-08,5,5,30.257,ARI,,CIN,L 20-34,*,0,0,,0,0.0,7,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,66,80%,8,30%,
120,2023,2023-10-15,6,6,30.264,ARI,@,LAR,L 9-26,*,0,0,,0,0.0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,45,79%,4,15%,
121,2023,2023-10-22,7,7,,ARI,@,SEA,L 10-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
122,2023,2023-10-29,8,8,30.278,ARI,,BAL,L 24-31,*,0,0,,0,0.0,5,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0%,54,83%,11,39%,
123,2023,2023-11-05,9,9,30.285,ARI,@,CLE,L 0-27,*,0,0,,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,51,70%,7,25%,
124,2023,2023-11-12,10,10,30.292,ARI,,ATL,W 25-23,,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,52,73%,12,46%,
125,2023,2023-11-19,11,11,30.299,ARI,@,HOU,L 16-21,*,1,0,0.00,0,0.0,4,1,5,0,0,1,0,0,3,1,1,0,0,0,0,0,0%,51,76%,7,39%,
126,2023,2023-11-26,12,12,,ARI,,LAR,L 14-37,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
127,2023,2023-12-03,13,13,,ARI,@,PIT,W 24-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
128,2023,2023-12-17,14,15,30.327,ARI,,SFO,L 29-45,*,0,0,,0,0.0,1,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0%,56,100%,14,45%,
129,2023,2023-12-24,15,16,30.334,ARI,@,CHI,L 16-27,*,0,0,,0,0.0,1,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0%,70,100%,11,38%,
130,2023,2023-12-31,16,17,30.341,ARI,@,PHI,W 35-31,*,0,0,,0,0.0,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,49,100%,12,48%,
131,2023,2024-01-07,17,18,30.348,ARI,,SEA,L 20-21,*,0,0,,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,55,100%,8,31%,
132,2024,2024-09-08,1,1,,ATL,,PIT,L 10-18,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
133,2024,2024-09-16,2,2,,ATL,@,PHI,W 22-21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
134,2024,2024-09-22,3,3,31.242,ATL,,KAN,L 17-22,,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,18,75%,
135,2024,2024-09-29,4,4,31.249,ATL,,NOR,W 26-24,,,,,,,,,,,,,,,,,,,,,,0,0%,0,0%,19,68%,
136,2024,2024-10-03,5,5,31.253,ATL,,TAM,W 36-30,,0,0,,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,39,74%,13,41%,
137,2024,2024-10-13,6,6,31.263,ATL,@,CAR,W 38-20,,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,20,74%,
138,2024,2024-10-20,7,7,,ATL,,SEA,L 14-34,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
139,2024,2024-10-27,8,8,31.277,ATL,@,TAM,W 31-26,,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,9,33%,
140,2024,2024-11-03,9,9,31.284,ATL,,DAL,W 27-21,,,,,,,,,,,,,,,,,,,,,,0,0%,0,0%,13,50%,
141,2024,2024-11-10,10,10,31.291,ATL,@,NOR,L 17-20,,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,18,67%,
142,2024,2024-11-17,11,11,,ATL,@,DEN,L 6-38,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
